无锡,2015,马自达,马自达 阿特兹 2015款 2.0L 蓝天豪华版,10.38,6.75,2.0L,自动
扬州,2018,长安,长安 逸动 2018款 高能版 1.6L GDI 手动先锋型 国V,6.08,1.75,1.6L,手动
常州,2016,大众,大众 高尔夫 2016款 230TSI 自动舒适型,10.20,4.2,1.4T,自动
常州,2013,马自达CX-5,马自达CX-5 2013款 2.5L 自动四驱豪华型,12.30,4.15,2.5L,自动
扬州,2013,日产,日产 骐达 2013款 1.6L CVT酷咖版,6.68,4.27,1.6L,自动
无锡,2017,雪佛兰,雪佛兰 迈锐宝 2017款 1.5T 自动舒适版,9.30,6.43,1.5T,自动
常州,2019,现代,现代 菲斯塔 2019款 280TGDi 智速版 国V,12.68,2.38,1.6T,自动
扬州,2019,福特,福特 福睿斯 2019款 EcoBoost 125 自动臻享型,8.38,0.67,1.0T,自动
无锡,2014,奔驰E级,奔驰E级 2014款 E 260 轿跑版(进口),27.80,8.84,2.0T,自动
无锡,2018,大众,大众 速腾 2018款 180TSI DSG臻享版,10.30,5.19,1.2T,自动
扬州,2016,马自达,马自达 昂克赛拉 2016款 三厢 1.5L 自动舒适型,8.18,7.8,1.5L,自动
扬州,2019,吉利,吉利 缤越 2019款 260T DCT骑士 国V,8.10,4.01,1.5T,自动
扬州,2017,凯迪拉克ATS-L,凯迪拉克ATS-L 2017款 28T 时尚型,16.88,5.1,2.0T,自动
无锡,2018,雪佛兰,雪佛兰 迈锐宝XL 2018款 530T 自动锐驰版,11.50,3.02,1.5T,自动
常州,2013,大众,大众 朗逸 2013款 改款经典 1.6L 自动风尚版,7.83,4.93,1.6L,自动
常州,2018,大指挥官,大指挥官 2018款 2.0T 四驱臻享版 国V,25.68,2.06,2.0T,自动
扬州,2014,起亚K5,起亚K5 2014款 2.0L 自动LUXURY,8.28,6.04,2.0L,自动
扬州,2019,斯柯达,斯柯达 柯迪亚克GT 2019款 TSI330 两驱豪华版 国V,16.50,1.38,2.0T,自动
无锡,2018,传祺GM8,传祺GM8 2018款 320T 尊贵版,17.80,5.44,2.0T,自动
扬州,2013,福特,福特 嘉年华 2013款 两厢 1.5L 自动时尚型,4.38,10.99,1.5L,自动
无锡,2015,奔驰E级,奔驰E级 2015款 E 200 L,24.50,10.36,2.0T,自动
常州,2017,宝马3系GT,宝马3系GT 2017款 320i 时尚型(进口),26.60,5.38,2.0T,自动
常州,2017,众泰,众泰 大迈X7 2017款 2.0T DCT至尊型,7.20,4.1,2.0T,自动
无锡,2014,起亚K5,起亚K5 2014款 2.0L 自动LUXURY,7.89,8.66,2.0L,自动
无锡,2017,奔驰E级,奔驰E级 2017款 E 300 L 运动豪华型,35.80,6.13,2.0T,自动
常州,2017,凯迪拉克ATS-L,凯迪拉克ATS-L 2017款 28T 时尚型,17.30,5.65,2.0T,自动
常州,2018,吉利,吉利 博越 2018款 1.8TD 自动两驱智联型4G互联版,8.88,3.3,1.8T,自动
常州,2017,东风风行,东风风行 景逸X5 2017款 1.6L CVT豪华型,5.99,5.5,1.6L,自动
无锡,2017,哈弗H7,哈弗H7 2017款 红标H7 2.0T 自动尊贵型,9.30,4.44,2.0T,自动
常州,2018,荣威RX3,荣威RX3 2018款 1.6L CVT旗舰版,7.58,1.47,1.6L,自动
无锡,2017,指南者,指南者 2017款 200T 自动家享版,10.60,3.95,1.4T,自动
扬州,2016,大众POLO,大众POLO 2016款 1.4L 自动风尚型,7.30,2.79,1.4L,自动
常州,2018,日产,日产 天籁 2018款 2.0L XL 智进版,14.20,3,2.0L,自动
常州,2019,领克03,领克03 2019款 1.5TD DCT劲Pro版 国VI,13.80,0.95,1.5T,自动
扬州,2016,大众,大众 途观 2016款 300TSI 自动两驱风尚版,11.98,9.42,1.8T,自动
无锡,2017,奔驰CLA级,奔驰CLA级 2017款 改款 CLA 200 动感型(进口),21.80,2.46,1.6T,自动
扬州,2017,福特,福特 福克斯 2017款 三厢 1.6L 自动风尚型智行版,7.48,4.05,1.6L,自动
北京,2017,奔驰B级,奔驰B级 2017款 B 200 动感型(进口),16.30,4.96,1.6T,自动
北京,2017,保时捷Macan,保时捷Macan 2017款 Macan 2.0T,47.80,1.7,2.0T,自动
北京,2018,奥迪A6L,奥迪A6L 2018款 30周年年型 TFSI 进取型,27.30,5.97,1.8T,自动
北京,2017,雪佛兰,雪佛兰 探界者 2017款 535T 自动驭界版,11.88,3.78,1.5T,自动
北京,2016,荣威e550,荣威e550 2016款 尊享版,7.80,1.64,1.5L,自动
北京,2015,宝马X5,宝马X5 2015款 xDrive28i(进口),45.80,5.15,2.0T,自动
北京,2017,哈弗H1,哈弗H1 2017款 红标 1.5L AMT舒适型,4.50,4.45,1.5L,自动
北京,2018,大众,大众 高尔夫·嘉旅 2018款 280TSI 自动豪华型,12.85,2.94,1.4T,自动
北京,2015,福特,福特 翼虎 2015款 2.0L GTDi 四驱尊贵型,9.80,11.49,2.0T,自动
北京,2017,大众,大众 迈腾 2017款 330TSI DSG 领先型,15.60,6.09,1.8T,自动
北京,2017,奥迪Q3,奥迪Q3 2017款 30 TFSI 时尚型,16.20,2.8,1.4T,自动
北京,2018,雷克萨斯ES,雷克萨斯ES 2018款 200 卓越版 国V,29.30,3.92,2.0L,自动
北京,2013,现代,现代 索纳塔八 2013款 2.4L 自动豪华版 国IV,7.30,8.54,2.4L,自动
北京,2018,本田,本田 奥德赛 2018款 2.4L 豪华版,22.50,4.21,2.4L,自动
北京,2020,丰田C-HR,丰田C-HR 2020款 2.0L 旗舰版,16.80,0.46,2.0L,自动
北京,2016,奔驰GLC级,奔驰GLC级 2016款 GLC 260 4MATIC 动感型,28.80,7.25,2.0T,自动
北京,2017,上汽大通,上汽大通 大通T60 2017款 2.4L汽油手动四驱高底盘精英型小双排,8.70,0.5,2.4L,手动
北京,2016,日产,日产 骐达 2016款 1.6L CVT智行版,8.30,4.21,1.6L,自动
北京,2019,宝马X1,宝马X1 2019款 sDrive18Li 尊享型,23.00,0.71,1.5T,自动
北京,2014,别克GL8,别克GL8 2014款 2.4L 经典版,10.50,11.52,2.4L,自动
北京,2014,英菲尼迪QX60,英菲尼迪QX60 2014款 2.5T Hybrspecid 两驱卓越版(进口),28.50,4.45,2.5T,自动
北京,2016,奔驰C级,奔驰C级 2016款 C 200 L 运动型,23.80,4.64,2.0T,自动
北京,2013,福特,福特 翼虎 2013款 2.0L GTDi 四驱运动型,8.30,10.55,2.0T,自动
北京,2019,长城,长城 炮 2019款 2.0T商用版自动汽油两驱精英型长箱GW4C20B,10.20,0.51,2.0T,自动
北京,2013,奔驰A级,奔驰A级 2013款 A 180 时尚型(进口),10.60,2.68,1.6T,自动
北京,2018,现代ix35,现代ix35 2018款 2.0L 自动两驱智勇·畅联版,12.60,0.75,2.0L,自动
北京,2016,丰田,丰田 雷凌 2016款 双擎 1.8H V CVT豪华版,10.60,6.58,1.8L,自动
北京,2014,捷豹XJ,捷豹XJ 2014款 XJL 3.0 SC 四驱全景商务版,35.80,4.81,3.0T,自动
北京,2018,奔驰GLA级,奔驰GLA级 2018款 GLA 200 动感型,18.30,4.5,1.6T,自动
北京,2018,大众,大众 途观L 2018款 280TSI 自动两驱舒适版,16.90,0.1,1.4T,自动
北京,2014,奔驰GLK级,奔驰GLK级 2014款 GLK 200 标准型,19.90,7.25,2.0T,自动
北京,2017,别克,别克 昂科威 2017款 28T 四驱精英型,14.60,7.11,2.0T,自动
北京,2015,奥迪Q3,奥迪Q3 2015款 35 TFSI 舒适型,16.60,4.88,2.0T,自动
北京,2013,宝马5系,宝马5系 2013款 520Li 典雅型,18.90,11.03,2.0T,自动
北京,2010,奔驰E级,奔驰E级 2010款 E 300 L 时尚型,19.80,8.51,3.0L,自动
北京,2015,奔驰B级,奔驰B级 2015款 B 200 动感型(进口),14.18,3.49,1.6T,自动
北京,2015,奥迪Q3,奥迪Q3 2015款 35 TFSI quattro 技术型,14.30,5.6,2.0T,自动
北京,2017,别克GL8,别克GL8 2017款 ES 28T 豪华型 国V,32.80,0.93,2.0T,自动
北京,2013,福特,福特 嘉年华 2013款 两厢 1.5L 自动时尚型,5.00,2.31,1.5L,自动
北京,2011,沃尔沃XC90,沃尔沃XC90 2011款 2.5T R-Design(进口),12.98,13.23,2.5T,自动
扬州,2015,丰田,丰田 YARiS L 致炫 2015款 1.5E 自动魅动版,6.10,5.82,1.5L,自动
扬州,2017,奔驰C级,奔驰C级 2017款 改款 C 180 L 时尚型运动版,22.98,6.12,1.6T,自动
无锡,2013,大众,大众 迈腾 2013款 2.0TSI 豪华型,11.80,10.32,2.0T,自动
扬州,2015,福特,福特 福睿斯 2015款 1.5L 自动时尚型,5.84,5.89,1.5L,自动
常州,2012,大众,大众 辉腾 2012款 3.0L 商务型(进口),19.98,12.73,3.0L,自动
常州,2017,领克01,领克01 2017款 2.0T 两驱型Pro版,13.86,4.76,2.0T,自动
扬州,2017,大众,大众 迈腾 2017款 330TSI DSG 豪华型,16.18,5.97,1.8T,自动
无锡,2016,雷克萨斯RX,雷克萨斯RX 2016款 300 两驱精英版 国V,37.38,4.27,2.0T,自动
常州,2018,奥迪A6L,奥迪A6L 2018款 30周年年型 TFSI 进取型,27.30,6.05,1.8T,自动
无锡,2015,奔驰C级,奔驰C级 2015款 改款 C 200 L 运动型,22.00,10.36,2.0T,自动
常州,2018,奔驰C级,奔驰C级 2018款 C 180 L 时尚型运动版,23.40,6.3,1.6T,自动
常州,2017,大众,大众 途观L 2017款 330TSI 自动两驱豪华版,18.20,3.53,1.8T,自动
常州,2014,别克,别克 英朗 2014款 XT 1.6L 自动时尚版,5.98,5.94,1.6L,自动
无锡,2018,奔驰GLC级,奔驰GLC级 2018款 改款 GLC 260 4MATIC 豪华型,33.80,6,2.0T,自动
无锡,未知年份,款,款 1.0L 52千瓦激情版,9.80,3.26,1.0L,自动
常州,2017,奥迪A6L,奥迪A6L 2017款 45 TFSI quattro 运动型,30.80,7.4,3.0T,自动
无锡,2016,大众POLO,大众POLO 2016款 1.4L 自动风尚型,7.60,2.82,1.4L,自动
扬州,2014,雪铁龙,雪铁龙 爱丽舍 2014款 1.6L 手动时尚型,3.10,8.34,1.6L,手动
无锡,2017,大众,大众 凌渡 2017款 280TSI DSG舒适版,11.00,6.98,1.4T,自动
常州,2016,哈弗H6,哈弗H6 Coupe 2016款 蓝标 1.5T 自动两驱都市型,7.78,4.03,1.5T,自动
常州,2015,路虎,路虎 发现神行 2015款 2.0T SE(进口),19.99,7.63,2.0T,自动
常州,2018,雷克萨斯ES,雷克萨斯ES 2018款 200 卓越版 国V,29.80,0.95,2.0L,自动
常州,2015,大众,大众 凌渡 2015款 280TSI DSG舒适版,10.68,6.38,1.4T,自动
无锡,2014,马自达CX-5,马自达CX-5 2014款 2.0L 自动两驱都市型,9.20,8.84,2.0L,自动
扬州,2013,别克,别克 凯越 2013款 1.5L 自动经典型,3.80,11,1.5L,自动
扬州,2018,奔驰C级,奔驰C级 2018款 C 200 L 运动版,28.00,3.54,2.0T,自动
常州,2018,别克,别克 昂科威 2018款 28T 四驱精英型,17.20,3.57,2.0T,自动
扬州,2019,大众,大众 帕萨特 2019款 330TSI 豪华版 国V,18.58,1.35,2.0T,自动
无锡,2017,奔驰C级,奔驰C级 2017款 改款 C 200 L 运动版,25.80,2.53,2.0T,自动
扬州,2017,福特,福特 福睿斯 2017款 改款 1.5L 手动舒适型,5.58,7.77,1.5L,手动
常州,2018,宝马2系旅行车,宝马2系旅行车 2018款 218i 时尚型,15.00,0.66,1.5T,自动
常州,2020,大众,大众 迈腾 2020款 280TSI DSG 领先型,18.30,0.53,1.4T,自动
扬州,2014,现代,现代 名图 2014款 1.8L 自动智能型GLS,8.00,7.7,1.8L,自动
扬州,2019,日产,日产 天籁 2019款 2.0L XL Upper 智行版,16.08,2.73,2.0L,自动
常州,2018,大众,大众 凌渡 2018款 280TSI DSG舒适版,12.90,3.78,1.4T,自动
无锡,2016,英菲尼迪Q50L,英菲尼迪Q50L 2016款 2.0T 悦享版,18.50,7.67,2.0T,自动
常州,2019,东风风神AX5,东风风神AX5 2019款 1.4T 自动智享型 国V,7.20,0.89,1.4T,自动
无锡,2017,奔驰C级,奔驰C级 2017款 改款 C 200 L 运动版,26.50,2.32,2.0T,自动
常州,2016,日产,日产 骐达 2016款 1.6L CVT智行版,9.00,3.32,1.6L,自动
常州,2019,奔驰E级,奔驰E级 2019款 改款 E 300 L 运动豪华型,43.00,1.29,2.0T,自动
扬州,2015,凯迪拉克SRX,凯迪拉克SRX 2015款 3.0L 精英型(进口),17.98,7.01,3.0L,自动
扬州,2015,丰田,丰田 YARiS L 致炫 2015款 1.5E 自动魅动版,5.79,5.54,1.5L,自动
常州,2019,比亚迪,比亚迪 宋MAX 2019款 1.5T 自动智联睿逸天窗型 7座 国VI,9.05,1.21,1.5T,自动
常州,2016,凯迪拉克XTS,凯迪拉克XTS 2016款 28T 精英型,17.60,7.65,2.0T,自动
扬州,2011,福特,福特 嘉年华 2011款 两厢 1.5L 自动时尚型,3.58,6.59,1.5L,自动
扬州,2019,大众,大众 帕萨特 2019款 330TSI 豪华版 国V,17.85,2.15,2.0T,自动
扬州,2017,长安CS75,长安CS75 2017款 尚酷版 1.5T 自动锋锐型,7.60,4.84,1.5T,自动
常州,2019,大众,大众 宝来 2019款 1.5L 自动舒适型,9.98,2.11,1.5L,自动
扬州,2012,奥迪A6L,奥迪A6L 2012款 TFSI 标准型,19.10,10.9,2.0T,自动
无锡,2013,丰田,丰田 RAV4 2013款 2.5L 自动四驱精英版,13.80,6.4,2.5L,自动
无锡,2017,马自达CX-5,马自达CX-5 2017款 2.0L 自动两驱智尚型 国V,15.20,3.76,2.0L,自动
无锡,2014,奔驰S级,奔驰S级 2014款 S 320 L 商务型(进口),62.50,5.63,3.0T,自动
无锡,2016,本田,本田 艾力绅 2016款 2.4L 至尊版,27.80,1.75,2.4L,自动
无锡,2016,日产,日产 天籁 2016款 2.0L XL舒适版,14.50,2.32,2.0L,自动
扬州,2019,雪佛兰,雪佛兰 科沃兹 2019款 320 自动欣享天窗版,6.98,3.16,1.5L,自动
常州,4008,标致4008,标致4008 2017款 350THP 舒适版,12.46,3.14,1.6T,自动
常州,2016,英菲尼迪QX60,英菲尼迪QX60 2016款 2.5T Hybrid 两驱卓越版(进口),33.60,3.56,2.5T,自动
无锡,2018,比亚迪,比亚迪 秦Pro新能源 2018款 DM 1.5TI 自动智联锐耀型,11.13,2.46,1.5T,自动
常州,2014,玛莎拉蒂Ghibli,玛莎拉蒂Ghibli 2014款 3.0T 标准版,52.80,6.15,3.0T,自动
无锡,2017,丰田,丰田 雷凌 2017款 改款 185T CVT精英版 国VI,9.99,2.36,1.2T,自动
无锡,2016,本田,本田 思域 2016款 220TURBO CVT豪华版,13.30,2.25,1.5T,自动
常州,2017,别克,别克 君威 2017款 20T 精英型,13.08,3.87,1.5T,自动
常州,2019,别克,别克 英朗 2019款 18T 自动互联旗舰型 国VI,9.29,0.26,1.3T,自动
扬州,2018,宝骏530,宝骏530 2018款 1.5T DCT旗舰型 国V,7.28,5.05,1.5T,自动
扬州,2016,大众POLO,大众POLO 2016款 1.6L 自动舒适型,6.79,2.39,1.6L,自动
无锡,2018,荣威RX5,荣威RX5 2018款 20T 两驱自动互联网智惠版,8.55,3.73,1.5T,自动
无锡,2018,奔驰GLA级,奔驰GLA级 2018款 GLA 200 动感型,21.38,1.26,1.6T,自动
无锡,2016,日产,日产 轩逸 2016款 1.6XL CVT豪华版,8.60,5.16,1.6L,自动
无锡,2017,奔驰C级,奔驰C级 2017款 C 180 L,23.50,6.35,1.6T,自动
常州,2019,日产,日产 奇骏 2019款 2.0L CVT智联舒适版 2WD,16.55,2.78,2.0L,自动
无锡,未知年份,款,款 1.6L ONE,9.98,6.22,1.6L,自动
常州,2018,奔驰GLA级,奔驰GLA级 2018款 GLA 200 时尚型,20.40,3.69,1.6T,自动
扬州,2016,吉利,吉利 帝豪GS 2016款 运动版 1.8L 自动领尚型,6.38,7,1.8L,自动
无锡,2017,奔驰CLA级,奔驰CLA级 2017款 改款 CLA 200 动感型(进口),22.58,2.21,1.6T,自动
常州,2018,奥迪Q5L,奥迪Q5L 2018款 40 TFSI 荣享时尚型 国VI,34.00,0.76,2.0T,自动
常州,2019,丰田,丰田 亚洲龙 2019款 2.0L 豪华版,20.55,0.41,2.0L,自动
无锡,2016,本田,本田 思域 2016款 220TURBO CVT尊贵版,13.98,1.83,1.5T,自动
无锡,未知年份,款,款 1.0L 52千瓦硬顶激情版 国V,9.68,4.23,1.0L,自动
无锡,2016,本田,本田 思域 2016款 220TURBO CVT尊贵版,13.80,1.2,1.5T,自动
常州,2018,宝马3系,宝马3系 2018款 320Li 时尚型,23.50,5.5,2.0T,自动
常州,2016,雷克萨斯RX,雷克萨斯RX 2016款 300 四驱典雅版 国V,44.20,1.6,2.0T,自动
扬州,2015,奔驰E级,奔驰E级 2015款 改款 E 200 L 运动型,23.58,9.16,2.0T,自动
常州,2018,奔驰A级,奔驰A级 2018款 A 200 动感型(进口),17.60,1.04,1.6T,自动
常州,2018,奥迪A3,奥迪A3 2018款 30周年年型 Limousine 35 TFSI 风尚型,17.69,1.32,1.4T,自动
无锡,2017,别克,别克 昂科拉 2017款 18T 自动两驱都市精英型,9.80,2.35,1.4T,自动
扬州,2019,新宝骏RS-5,新宝骏RS-5 2019款 1.5T CVT智能驾控尊贵版 国VI,8.99,1.94,1.5T,自动
无锡,2016,奥迪A1,奥迪A1 2016款 30 TFSI Sportback Design风尚版(进口),12.45,0.9,1.4T,自动
常州,2017,吉利,吉利 帝豪 2017款 三厢百万款 1.5L 手动向上版,4.21,2.99,1.5L,手动
常州,2017,别克GL8,别克GL8 2017款 25S 舒适型 国V,18.30,4.84,2.5L,自动
常州,2016,丰田,丰田 雷凌 2016款 1.6G CVT精英版,8.98,2.9,1.6L,自动
常州,2018,凯迪拉克XT5,凯迪拉克XT5 2018款 28E 四驱领先型,26.50,4.97,2.0T,自动
无锡,2017,本田XR-V,本田XR-V 2017款 1.8L EXi CVT舒适版,11.20,5.73,1.8L,自动
深圳,2012,大众,大众 高尔夫 2012款 1.4TSI 自动舒适型,6.35,3.22,1.4T,自动
鞍山,2013,大众,大众 朗逸 2013款 改款经典 1.6L 自动舒适版,6.20,10.51,1.6L,自动
北京,2012,奥迪Q5,奥迪Q5 2012款 2.0TFSI 舒适型,16.80,4.53,2.0T,自动
昆明,2013,大众POLO,大众POLO 2013款 1.6L 手动舒适版,3.90,8.36,1.6L,手动
青岛,2016,吉利,吉利 帝豪 2016款 三厢 1.5L 手动向上版,4.00,2.11,1.5L,手动
重庆,2013,福特,福特 福克斯 2013款 三厢经典 1.8L 自动时尚型,3.59,9.44,1.8L,自动
天津,2015,现代,现代 朗动 2015款 1.6L 自动尊贵型,6.60,3.8,1.6L,自动
佛山,2017,本田,本田 缤智 2017款 1.8L CVT两驱先锋型,11.70,2.55,1.8L,自动
郑州,2016,大众,大众 宝来 2016款 1.6L 自动豪华型,6.96,11.33,1.6L,自动
德州,2013,现代,现代 全新胜达 2013款 改款 2.4L 自动四驱智能型,7.90,13.48,2.4L,自动
郑州,2014,奔驰E级,奔驰E级 2014款 改款 E 260 L 运动型,22.90,4.92,1.8T,自动
青岛,2012,大众,大众 途观 2012款 1.8TSI 自动两驱菁英版,8.90,7.97,1.8T,自动
大连,2014,奇瑞,奇瑞 瑞虎3 2014款 魔力版 1.6L CVT智尚版,3.98,7.48,1.6L,自动
郑州,2016,大众CC,大众CC 2016款 1.8TSI 豪华型,15.73,7.96,1.8T,自动
郑州,2014,丰田,丰田 卡罗拉 2014款 1.6L 手动GL-i,6.17,6.18,1.6L,手动
太原,2013,大众,大众 宝来 2013款 1.6L 自动时尚型,5.38,7.79,1.6L,自动
北京,2011,奔驰C级,奔驰C级 2011款 C 200 时尚旅行版(进口),14.20,4.14,1.8T,自动
济南,2013,大众,大众 朗逸 2013款 改款经典 1.6L 手动风尚版,5.15,13.79,1.6L,手动
厦门,2017,别克,别克 威朗 2017款 三厢 15S 自动进取型,7.80,2.76,1.5L,自动
佛山,2014,奔驰GLK级,奔驰GLK级 2014款 GLK 260 4MATIC 动感型,20.30,8.56,2.0T,自动
上海,2016,雪佛兰,雪佛兰 创酷 2016款 1.4T 自动两驱豪华型,7.38,3.5,1.4T,自动
合肥,2016,雪佛兰,雪佛兰 创酷 2016款 1.4T 自动两驱舒适天窗版,5.68,8.21,1.4T,自动
佛山,2015,荣威360,荣威360 2015款 1.5L 自动豪华版,4.50,2.09,1.5L,自动
鞍山,2013,大众,大众 桑塔纳 2013款 1.6L 手动舒适版,4.00,9.97,1.6L,手动
呼和,2014,哈弗H2,哈弗H2 2014款 1.5T 手动两驱精英版,4.80,3.68,1.5T,手动
长沙,2015,起亚K2,起亚K2 2015款 三厢 1.6L AT Premium,5.73,4.93,1.6L,自动
大连,2013,大众,大众 朗逸 2013款 改款 1.4TSI DSG舒适版,7.10,4.99,1.4T,自动
昆明,2015,雪佛兰,雪佛兰 科鲁兹 2015款 1.5L 经典 SE MT,4.60,6.3,1.5L,手动
天津,2013,大众,大众 桑塔纳 2013款 1.6L 自动豪华版,4.80,8.2,1.6L,自动
沈阳,2012,别克,别克 君威 2012款 2.0L 舒适版,5.75,8.44,2.0L,自动
西安,2014,海马S5,海马S5 2014款 1.6L 手动智骋型,3.33,8.85,1.6L,手动
深圳,2011,日产,日产 骐达 2011款 1.6L CVT智能型,6.30,5.47,1.6L,自动
深圳,2014,别克GL8,别克GL8 2014款 3.0L XT豪华商务旗舰版,16.74,12.62,3.0L,自动
深圳,2013,福特,福特 福克斯 2013款 两厢经典 1.8L 自动基本型,3.80,8.89,1.8L,自动
德州,2014,别克GL8,别克GL8 2014款 2.4L 经典版,9.20,7.17,2.4L,自动
深圳,2015,别克,别克 凯越 2015款 1.5L 自动经典型,4.50,9.3,1.5L,自动
西安,2015,丰田,丰田 凯美瑞 2015款 2.0E 精英版,12.90,10.07,2.0L,自动
西安,2015,比亚迪,比亚迪 速锐 2015款 改款 1.5L 手动豪华型,4.60,7.11,1.5L,手动
成都,2014,日产,日产 骐达 2014款 1.6L 手动智能型,5.80,4.74,1.6L,手动
重庆,2016,哈弗H6,哈弗H6 2016款 升级版 1.5T 自动两驱精英型,6.18,5.22,1.5T,自动
运城,2015,雪佛兰,雪佛兰 科鲁兹 2015款 1.5L 经典 SE AT,6.18,5.61,1.5L,自动
南昌,2017,宝骏510,宝骏510 2017款 1.5L 自动豪华型,5.10,5.66,1.5L,自动
北京,2013,宝马5系,宝马5系 2013款 525Li 豪华型,21.50,6.24,2.0T,自动
厦门,2013,马自达,马自达 阿特兹 2013款 2.0L 标准型(进口),10.42,9.3,2.0L,自动
郑州,2010,宝马X1,宝马X1 2010款 xDrive28i(进口),13.98,5.89,3.0L,自动
深圳,2014,宝马5系,宝马5系 2014款 525Li 豪华设计套装,27.00,10.9,2.0T,自动
太原,2013,日产,日产 骊威 2013款 1.6XL CVT豪华版,4.78,7.85,1.6L,自动
上海,2014,别克,别克 昂科威 2014款 28T 四驱精英型,13.56,4.74,2.0T,自动
成都,2018,奥迪Q3,奥迪Q3 2018款 30周年年型 30 TFSI 时尚型,18.78,2.45,1.4T,自动
